0.000578255 1
0.000679526 2
0.000687075 2
0.000470012 1
0.000466134 1
0.000468218 1
0.000681418 2
0.000771397 2
0.000579219 1
0.000531865 1
0.000484303 1
0.000551187 1
0.00060309 1
0.000628743 1
0.000623 1
0.000621933 1
0.00058473 1
0.000627841 1
0.000574664 1
0.000574247 1
0.000613161 1
0.000594714 1
0.000594395 1
0.000510245 1
0.000443087 1
0.000589635 1
0.000663457 2
0.000677934 2
0.000666855 2
0.000704635 2
9.35253e-06 1
0.000606992 1
8.48925e-06 1
9.07232e-06 1
0.000542841 1
0.000540212 1
0.00049202 1
0.000468364 1
0.000473512 1
0.000635775 2
0.000558984 1
0.000509561 1
0.000593588 1
0.000588456 1
0.00050911 1
0.000523965 1
0.000652158 2
0.000664185 2
0.000562366 1
0.000608196 1
0.000585708 1
0.00059686 1
0.000645088 2
0.000639361 2
0.000381764 1
0.000459281 1
0.00046433 1
0.000552817 1
0.000538605 1
0.000523813 1
0.000444912 1
0.000422492 1
0.000403784 1
0.000463402 1
0.000444179 1
0.000530036 1
0.000505995 1
0.000521318 1
0.000340895 1
0.000337437 1
0.000375226 1
0.000547579 1
0.000516319 1
0.000454823 1
0.000186045 1
0.000184899 1
0.000183368 1
0.000101826 1
9.89829e-05 1
9.38994e-05 1
0.000185681 1
0.000173519 1
0.000285953 1
0.000410428 1
0.000411416 1
0.000408988 1
0.000417349 1
0.000459547 1
0.00047599 1
0.000486879 1
0.000494909 1
0.000562353 1
0.000598657 1
0.000546724 1
0.000459173 1
0.000425522 1
0.000558746 1
0.000435084 1
0.00045717 1
0.000486384 1
0.000473755 1
0.000556541 1
0.000505578 1
0.00147718 3
0.00103001 2
0.000837214 2
0.000647147 2
0.000246791 1
0.000362534 1
0.000525174 1
0.000412149 1
0.000455404 1
0.000367884 1
0.000369118 1
0.000444694 1
0.000440127 1
0.000481337 1
0.000417335 1
0.000815032 2
0.000567455 1
0.000623243 1
0.00060719 1
2.09895e-05 1
1.2989e-05 1
1.51796e-05 1
0.000409821 1
0.00019028 1
0.000191802 1
0.000195076 1
0.000368133 1
0.000483395 1
0.000484422 1
0.000551554 1
0.000432672 1
0.000479076 1
0.000502169 1
0.000415855 1
0.000555632 1
0.000514266 1
0.000485628 1
0.000486884 1
0.000525103 1
0.000384619 1
0.000398139 1
0.000426022 1
0.000547993 1
0.000465687 1
0.000449481 1
0.000435117 1
0.000488764 1
0.000476131 1
0.000609212 1
