-0.00364951 0.00224604 -0.000185522 2.5899 934 22
-0.00383553 0.00211604 -0.000526428 2.63745 941 26
-0.00378687 0.00194492 -0.00048489 2.66713 946 27
-0.00424027 0.00178984 -0.000301977 2.74218 958 17
-0.00409294 0.00202439 -0.000191631 2.68227 949 17
-0.00409103 0.00202171 -0.000192961 2.68261 949 17
-0.00432182 0.00193228 -0.000637437 2.72115 955 24
-0.0030149 0.00233419 -0.000694263 2.48277 916 33
-0.00340138 0.00216145 -0.000219016 2.57551 931 24
-0.00359242 0.00236911 -0.000281815 2.55858 928 21
-0.00350218 0.00251552 -0.000335038 2.51871 922 19
-0.00326253 0.00239618 -0.000329273 2.50812 920 23
-0.00296003 0.00239581 -0.000422118 2.46115 913 26
-0.00290107 0.00216884 -0.000309974 2.49963 919 29
-0.00327411 0.00191012 -0.000451638 2.61347 937 27
-0.00327426 0.00190945 -0.000451101 2.61364 937 27
-0.00350299 0.00179706 -0.000193181 2.66759 946 25
-0.0035857 0.00197365 -7.70957e-05 2.63843 941 25
-0.00325817 0.0017852 -0.00011898 2.64035 942 26
-0.00325704 0.0017862 -0.00012125 2.63997 942 26
-0.003199 0.00210478 1.46559e-05 2.55965 929 27
-0.00293739 0.00223152 -0.000170599 2.49192 918 27
-0.0029759 0.002264 0.000104458 2.49123 918 26
-0.00310144 0.00242285 7.06553e-05 2.47842 915 22
-0.0033581 0.00242881 -7.62006e-05 2.51542 921 18
-0.00358275 0.00242612 0.000305466 2.54636 926 23
-0.00330973 0.00214979 0.000263867 2.56554 930 28
-0.0030712 0.00236218 0.000552546 2.48595 917 29
-0.00292924 0.00216552 0.000376068 2.50499 920 30
-0.00328083 0.00186445 0.000359056 2.62482 939 31
-0.00394718 0.00205493 0.000252058 2.66159 945 1
-0.00394644 0.0020538 0.00024975 2.66174 945 23
-0.00394744 0.00205272 0.000252307 2.66206 945 1
-0.00394875 0.00205281 0.000250972 2.66218 945 1
-0.00517497 0.00452216 9.01801e-05 2.42341 906 13
-0.00530084 0.00462262 1.49101e-05 2.42443 907 13
-0.00566933 0.00448727 -0.00012289 2.47206 914 12
-0.0057549 0.00453229 -5.30535e-05 2.47449 915 11
-0.00558391 0.0045069 -4.91651e-05 2.46252 913 11
-0.00493458 0.00462504 -0.000119945 2.38856 901 16
-0.00470902 0.00438376 5.23906e-05 2.39195 901 15
-0.00507186 0.00411034 3.45508e-05 2.46053 913 13
-0.00485124 0.00430137 0.000208386 2.4162 905 15
-0.00452495 0.00418845 0.000304784 2.39479 902 16
-0.00447786 0.0040532 0.000391774 2.40593 904 14
-0.00443315 0.00405878 0.000399301 2.40025 903 15
-0.00465623 0.00420439 -0.000138902 2.40714 904 17
-0.00449073 0.00419755 -0.000142304 2.38993 901 18
-0.00461246 0.00439811 0.000129486 2.37998 899 15
-0.00458461 0.00464476 -0.000101392 2.34968 894 16
-0.00443097 0.00466461 0.000101903 2.33051 891 15
-0.00443014 0.00465497 0.00012376 2.33145 891 16
-0.00398337 0.00446407 0.000220504 2.29935 886 18
-0.00399075 0.00446903 0.000216129 2.29972 886 18
-0.00400402 0.00402789 2.24792e-05 2.35322 895 11
-0.00412698 0.00414995 -8.3295e-05 2.35342 895 13
-0.00413024 0.00415215 -8.60663e-05 2.35355 895 13
-0.00411098 0.00469289 7.07395e-05 2.29019 885 15
-0.00400077 0.00467214 -2.37071e-06 2.27894 883 15
-0.00361359 0.00466054 -0.000105655 2.23033 875 15
-0.00379003 0.00406763 -0.000141006 2.32088 890 14
-0.00394381 0.00403494 -0.0001694 2.34477 894 13
-0.00394398 0.0040437 7.71406e-05 2.34371 893 12
-0.00369801 0.00409885 0.000154903 2.30483 887 14
-0.00367967 0.00405587 0.000161944 2.3076 888 14
-0.00298713 0.00473042 0.000291847 2.13404 859 16
-0.00295043 0.00433533 0.000314431 2.16835 865 16
-0.00333119 0.0042924 0.000278514 2.23077 875 16
-0.00348043 0.00407765 0.000253137 2.27734 883 11
-0.00348284 0.00407824 0.000245997 2.27761 883 11
-0.00341841 0.00405994 0.00021501 2.27062 882 12
-0.00336915 0.00421588 -0.000169264 2.24502 877 17
-0.00315491 0.00418416 0.000146693 2.21686 873 17
-0.00298574 0.00418434 -0.000121105 2.19056 869 15
-0.00309933 0.00438454 -0.000107164 2.18612 868 6
-0.00309883 0.00438527 -0.000108561 2.18597 868 6
-0.0030991 0.00438756 -0.000109108 2.18576 868 6
-0.00293641 0.00452027 8.3056e-05 2.1469 861 4
-0.00293815 0.00452145 8.68945e-05 2.14705 861 3
-0.00293523 0.00452052 8.17448e-05 2.14669 861 3
