1 0.00251352 0.00251352 0.000186223 0.000251382 5.87417e-05 -0.00762507 0.000769598 8.74322e-05 3.041
2 0.00335353 0.000840011 0.000199634 0.000244826 5.8616e-05 -0.00762125 0.000727946 5.10203e-05 3.04637
8 0.00335414 6.08412e-07 0.000284676 0.000291997 5.49325e-05 -0.00738413 0.000629738 0.000102769 3.05652
9 0.00335503 8.91632e-07 0.000185259 0.000189382 5.5001e-05 -0.00737492 0.000773306 0.000116428 3.03712
15 0.00360279 0.000247754 0.000105664 0.000115281 5.58603e-05 -0.00741724 0.000916945 6.37166e-05 3.01859
19 0.00372585 0.000123058 0.000187095 0.000206867 5.54909e-05 -0.00741257 0.000733911 7.75278e-05 3.04291
20 0.00372586 9.67705e-09 0.000180507 0.000181429 5.6928e-05 -0.0075033 0.00078541 0.000107687 3.0373
21 0.00377361 4.77592e-05 0.000125721 0.000133226 5.66901e-05 -0.00748203 0.000838633 7.72653e-05 3.02997
22 0.130697 0.126923 4.0784e-05 0.000189171 5.67157e-05 -0.00747969 0.000877479 1.45253e-06 3.02481
23 0.194385 0.0636879 6.3548e-05 0.000256162 5.74118e-05 -0.0075163 0.000957395 -2.06582e-05 3.0149
24 0.195311 0.000926187 9.94586e-05 0.000113152 5.61223e-05 -0.00743776 0.000893393 6.2427e-05 3.02205
25 0.218962 0.0236514 0.000113502 0.000209941 5.45525e-05 -0.00732532 0.000943093 5.32812e-05 3.01355
26 0.227931 0.00896848 0.000181596 0.000330451 5.52718e-05 -0.00739579 0.000741875 -0.000154069 3.04162
27 0.272473 0.0445421 7.74323e-05 0.000303186 5.45241e-05 -0.00733606 0.000834156 -0.000102736 3.02837
28 0.301232 0.0287596 0.00011371 0.000254185 5.7234e-05 -0.00752029 0.000815615 -0.000118045 3.03356
29 0.301232 1.90381e-09 0.000328605 0.000330104 5.53018e-05 -0.00741467 0.000559846 -0.000105029 3.06623
33 0.306852 0.00562004 0.000185814 0.000290391 5.81661e-05 -0.00758989 0.000737968 -0.000122427 3.04467
34 0.325789 0.0189364 0.000131293 0.000253779 5.76262e-05 -0.00754634 0.000812609 -0.000136499 3.03432
35 0.383871 0.0580824 6.96592e-05 0.000261157 5.9188e-05 -0.00764063 0.000893115 -0.000105276 3.02523
41 0.383885 1.35947e-05 0.000263343 0.000280217 5.67434e-05 -0.00744468 0.00114464 -9.9681e-05 2.98903
45 0.384189 0.000303633 0.000227171 0.000265273 5.45104e-05 -0.00730638 0.00104593 -0.000182145 2.99941
48 0.384296 0.000107927 0.000223851 0.000249436 5.68857e-05 -0.0074616 0.00109925 4.39589e-05 2.99532
50 0.384425 0.000128428 0.000150908 0.000164902 5.56649e-05 -0.00739581 0.000980233 7.78841e-05 3.00982
51 0.390357 0.00593243 0.000202226 0.000338126 5.96941e-05 -0.00764999 0.00107977 7.60429e-05 3.00137
53 0.390357 2.48885e-10 0.000265998 0.000266232 5.79681e-05 -0.00752978 0.00112211 0.000107141 2.99366
597 0.453375 0.0630177 7.3184e-05 0.000145176 1.18898e-07 -0.000343204 -3.26426e-05 -6.5439e-06 -3.04677
598 0.500729 0.0473539 8.33412e-05 0.00016199 1.57778e-07 -0.000395496 -3.68033e-05 -2.50761e-06 -3.0488
600 0.500829 9.97448e-05 0.000125258 0.000134718 1.16934e-07 -0.000330756 -8.60781e-05 1.11865e-05 -2.88699
603 0.531721 0.030892 8.81692e-05 0.000146893 7.18438e-08 -0.000261777 -5.73987e-05 4.70478e-06 -2.92574
668 0.679189 0.147468 5.02591e-05 0.000112787 1.41012e-08 -0.000112775 -3.7174e-05 -1.07022e-06 -2.82318
673 0.681053 0.00186426 8.9569e-05 0.000104331 1.02446e-08 -5.59213e-05 -7.26906e-05 -4.28188e-05 -2.22654
2933 0.682683 0.00162962 0.000162632 0.000203609 4.22712e-05 -0.00646992 0.000638218 6.34058e-05 3.04327
