-0.0076801 0.000915121 -3.79732e-05 -3.3447e-13 0.000288199
-0.00762507 0.000769598 8.74322e-05 -3.4774e-13 0.000251382
-0.00762125 0.000727946 5.10203e-05 -3.63463e-13 0.000244826
-0.00772345 0.00068096 0.000155117 -3.47403e-13 0.000268247
-0.00769507 0.000667789 0.000101697 -3.42738e-13 0.000235895
-0.00769648 0.000529705 -1.00086e-05 -3.53688e-13 0.000338394
-0.00770614 0.000702251 3.24792e-05 -3.46492e-13 0.000259942
-0.0074845 0.000567713 -7.34312e-06 -3.54757e-13 0.000306815
-0.00738413 0.000629738 0.000102769 -3.55535e-13 0.000291997
-0.00737492 0.000773306 0.000116428 -4.76734e-13 0.000189382
-0.00728783 0.00078209 0.000149133 -3.34199e-13 0.000177276
-0.00733539 0.000896351 0.000172014 -3.464e-13 0.000190864
-0.00734405 0.000951034 0.000162085 -3.35693e-13 0.00017726
-0.007442 0.000863391 0.000141885 -3.47217e-13 0.000149351
-0.00740857 0.000911097 7.67187e-05 -5.21342e-13 0.000115831
-0.00741724 0.000916945 6.37166e-05 -5.5675e-13 0.000115281
-0.00744668 0.000900811 0.000111356 -3.30318e-13 0.000128307
-0.00744247 0.000794177 0.000108254 -3.51708e-13 0.000148182
-0.00746263 0.0008416 7.77996e-05 -3.43767e-13 0.00012325
-0.00741257 0.000733911 7.75278e-05 -3.50505e-13 0.000206867
-0.0075033 0.00078541 0.000107687 -3.48625e-13 0.000181429
-0.00748203 0.000838633 7.72653e-05 -3.4134e-13 0.000133226
-0.00747969 0.000877479 1.45253e-06 -3.36744e-13 0.000189171
-0.0075163 0.000957395 -2.06582e-05 -3.53177e-13 0.000256162
-0.00743776 0.000893393 6.2427e-05 -3.39573e-13 0.000113152
-0.00732532 0.000943093 5.32812e-05 -3.40063e-13 0.000209941
-0.00739579 0.000741875 -0.000154069 -3.4957e-13 0.000330451
-0.00733606 0.000834156 -0.000102736 -3.47066e-13 0.000303186
-0.00752029 0.000815615 -0.000118045 -3.42992e-13 0.000254185
-0.00741467 0.000559846 -0.000105029 -3.54131e-13 0.000330104
-0.00753274 0.000559766 -0.000296241 -3.55694e-13 0.000420084
-0.00776751 0.000718927 -0.000140782 -3.47888e-13 0.000350367
-0.00771475 0.000839098 -0.000138757 -3.30806e-13 0.000258272
-0.00758989 0.000737968 -0.000122427 -3.50212e-13 0.000290391
-0.00754634 0.000812609 -0.000136499 -3.44012e-13 0.000253779
-0.00764063 0.000893115 -0.000105276 -3.50617e-13 0.000261157
-0.00773263 0.000942519 -0.000269261 -3.39435e-13 0.000339378
-0.00770592 0.00107351 -0.00023661 -3.48161e-13 0.000336977
-0.00730026 0.00120945 -0.000301035 -3.5033e-13 0.000320453
-0.00734198 0.00120312 -0.000303228 -3.48988e-13 0.000304377
-0.00747197 0.00120513 -0.000263209 -3.52482e-13 0.000349521
-0.00744468 0.00114464 -9.9681e-05 -3.51408e-13 0.000280217
-0.00729304 0.001189 -6.78114e-05 -3.42709e-13 0.000232007
-0.00733423 0.00111615 -0.00017178 -3.33498e-13 0.000221892
-0.00731738 0.00110915 -8.87206e-05 -3.37958e-13 0.000210781
-0.00730638 0.00104593 -0.000182145 -3.54871e-13 0.000265273
-0.00737031 0.00115506 3.93011e-05 -3.51086e-13 0.000250146
-0.00732078 0.0011955 -3.81197e-05 -3.39707e-13 0.000234681
-0.0074616 0.00109925 4.39589e-05 -3.4917e-13 0.000249436
-0.00738259 0.00100368 0.000123319 -3.19246e-13 0.00018047
-0.00739581 0.000980233 7.78841e-05 -3.28038e-13 0.000164902
-0.00764999 0.00107977 7.60429e-05 -3.48127e-13 0.000338126
-0.00757464 0.00119143 7.63291e-05 -3.27226e-13 0.000266152
-0.00752978 0.00112211 0.000107141 -3.37844e-13 0.000266232
-0.0077042 0.00127688 0.000136126 -3.35843e-13 0.000314094
-0.00755576 0.00131755 3.40311e-05 -3.10488e-13 0.000241038
-0.00759733 0.00144559 3.67637e-05 -3.25819e-13 0.000224238
-0.00771961 0.0014178 8.74966e-05 -3.5267e-13 0.000233974
-0.00772651 0.00138883 0.000150806 -3.29745e-13 0.000263579
-0.0075814 0.00145255 0.000158677 -3.31247e-13 0.000210675
-0.00751679 0.00139791 8.4163e-05 -3.32105e-13 0.000203931
-0.00728827 0.0013969 0.000126853 -3.33752e-13 0.000211022
-0.00744826 0.00121982 5.32842e-05 -3.47709e-13 0.000240859
-0.00749185 0.0012715 6.05176e-05 -3.23384e-13 0.00022924
-0.00743856 0.00138479 4.74297e-05 -9.38551e-13 0.000205136
-0.00745531 0.00139159 3.32265e-05 -1.28529e-12 0.000189115
-0.0073639 0.00136239 -0.000130602 -3.49438e-13 0.000335846
-0.00740104 0.00126437 -0.000170461 -3.44455e-13 0.00029011
-0.00762672 0.00144243 -0.000185033 -3.07492e-13 0.000179354
-0.00765159 0.00122469 -0.000122773 -3.46756e-13 0.000353498
-0.00784029 0.0014048 -0.000257952 -3.25327e-13 0.000246548
-0.00783121 0.00139717 -0.000212993 -3.03069e-13 0.000221452
-0.00785477 0.0013139 -0.000251152 -3.26329e-13 0.000262582
-0.00782959 0.00125945 -0.000239613 -3.33441e-13 0.000284362
-0.00788046 0.00136742 -8.07368e-05 -3.28968e-13 0.000207431
-0.00798574 0.00145063 -0.000156678 -4.05977e-13 0.000169682
-0.00796602 0.00142544 -0.000117146 -3.0802e-13 0.000154027
-0.00795481 0.00121537 -9.13992e-05 -3.30507e-13 0.000143349
-0.00815597 0.00144476 -0.000204038 -3.53733e-13 0.000245951
-0.0080877 0.00124432 -6.34267e-05 -3.49103e-13 0.000152051
-0.00813506 0.00123331 -8.16225e-05 -3.54284e-13 0.000170635
-0.00804677 0.00136797 -0.000130739 -3.53119e-13 0.000213874
-0.00803628 0.00145179 -0.000113801 -3.25799e-13 0.000171445
-0.00808219 0.00134196 1.67591e-05 -6.91068e-13 0.000182889
-0.00816538 0.00139827 -4.83906e-05 -3.53155e-13 0.000222977
-0.00823561 0.00133751 9.51058e-06 -3.40544e-13 0.0001537
-0.00821002 0.00127717 3.6365e-05 -3.51792e-13 9.12672e-05
-0.00817252 0.00129361 1.26401e-05 -3.4078e-13 0.000105312
-0.00819472 0.00125837 5.79447e-05 -3.49383e-13 9.01479e-05
-0.00819837 0.00124779 5.78359e-05 -3.51345e-13 9.57244e-05
-0.00819225 0.00127168 2.49812e-05 -3.40364e-13 8.76981e-05
-0.00814907 0.00122914 8.53864e-06 -3.69822e-13 0.000103491
-0.00804493 0.00121083 -5.69031e-05 -3.60017e-13 0.000142118
-0.00813136 0.00131779 8.16963e-06 -1.39678e-12 0.000129013
-0.00813922 0.00131602 3.53542e-05 -5.81742e-13 0.000125001
-0.00810975 0.00122913 3.94509e-05 -7.10591e-13 0.00012248
-0.00812226 0.00123261 2.95017e-05 -3.79137e-13 0.00010298
-0.00826198 0.00126315 8.64286e-05 -3.49422e-13 0.000149873
-0.00823614 0.00132005 7.64599e-05 -3.33702e-13 0.000108409
-0.00823813 0.00132002 7.92192e-05 -3.45877e-13 0.000109414
-0.00824765 0.00135466 8.56085e-05 -3.47338e-13 0.000150238
-0.0082326 0.00140524 0.000176902 -3.3733e-13 0.00019941
